Model,Run,File,Class,MethodName,Signature,Has_UC_Annotation,UC_References,UC_Action,Best_Match_Action,SimilarityScore
Llama4,10,Llama4_run10.json,ServiceProvider,viewPendingRequests,+ viewPendingRequests (),False,,,Get service request status,0.5474537014961243
Llama4,10,Llama4_run10.json,ServiceRequest,cancelRequest,+ cancelRequest (),True,12,,Confirm cancellation (notification),0.640204131603241
Llama4,10,Llama4_run10.json,ServiceRequest,submitRequest,+ submitRequest (),True,6,,Submit service request,0.6224223375320435
Llama4,10,Llama4_run10.json,ServiceRequest,updateStatus,+ updateStatus (),False,,,Update request status to completed,0.4599125385284424
Llama4,10,Llama4_run10.json,TransportRequest,scheduleTransport,+ scheduleTransport (),True,9,,Schedule transport,0.7399148941040039
Llama4,10,Llama4_run10.json,UserAccount,deactivateAccount,+ deactivateAccount (),True,15,,Deactivate account,0.758351743221283
Llama4,10,Llama4_run10.json,UserAccount,lockAccount,+ lockAccount (),True,2,,Deactivate account,0.5353866219520569
Llama4,10,Llama4_run10.json,UserAccount,login,+ login (),True,2,,Record login timestamp,0.29822415113449097
Llama4,10,Llama4_run10.json,UserAccount,logout,+ logout (),True,16,,Deactivate account,0.3223247230052948
Llama4,10,Llama4_run10.json,UserAccount,registerUser,+ registerUser (),True,1,,Create an unverified user account,0.5995054244995117
Llama4,10,Llama4_run10.json,UserAccount,resetPassword,+ resetPassword (),True,3,,Send password reset link email,0.6045156717300415
Llama4,10,Llama4_run10.json,UserAccount,updateProfile,+ updateProfile (),True,4,,Update user profile,0.759865403175354
Llama4,10,Llama4_run10.json,UserAccount,verifyEmail,+ verifyEmail (),True,1,,Verify email,0.7447591423988342
Llama4,10,Llama4_run10.json,UserCredentials,resetPasswordToken,+ resetPasswordToken (),True,3,,Generate and store password reset token,0.734844446182251
Llama4,10,Llama4_run10.json,UserCredentials,validateCredentials,+ validateCredentials () : boolean,True,2,,Validate credentials,0.7220321893692017
Llama4,10,Llama4_run10.json,UserProfile,updateProfileDetails,+ updateProfileDetails (),True,4,,Update user profile,0.7272965312004089
Llama4,10,Llama4_run10.json,WasteJourney,trackWaste,+ trackWaste (),True,10,,Get waste journey status,0.4893067479133606
Llama4,10,Llama4_run10.json,WasteJourney,updateTrackingStatus,+ updateTrackingStatus (),True,10,,Get waste journey status,0.5495561361312866
Llama4,2,Llama4_run2.json,Address,updateAddress,+ updateAddress (Address),True,4,,Edit location,0.4862867295742035
Llama4,2,Llama4_run2.json,Address,validateAddress,+ validateAddress () : ValidationResult,True,1,,Validate location details,0.688919723033905
Llama4,2,Llama4_run2.json,CollectionPoint,addLocation,+ addLocation (),True,20,,Edit location,0.611168384552002
Llama4,2,Llama4_run2.json,CollectionPoint,updateLocation,+ updateLocation (),True,20,,Edit location,0.6927276849746704
Llama4,2,Llama4_run2.json,CollectionRequest,assignVehicle,+ assignVehicle (VehicleType),True,8,,Dispatch collection vehicle,0.5005373358726501
Llama4,2,Llama4_run2.json,Coordinates,calculateDistance,+ calculateDistance (Coordinates) : Float,True,22,,Edit location,0.24950453639030457
Llama4,2,Llama4_run2.json,NotificationService,sendNotification,+ sendNotification (NotificationTemplate),False,,,Send verification email,0.4980415105819702
Llama4,2,Llama4_run2.json,NotificationTemplate,sendNotification,+ sendNotification (),False,,,Send verification email,0.4980415105819702
Llama4,2,Llama4_run2.json,OpeningHours,isOpen,+ isOpen (LocalTime) : Boolean,True,22,,Validate operating hours,0.1932644248008728
Llama4,2,Llama4_run2.json,Product,listProduct,+ listProduct (),True,5,,List product,0.6752339005470276
Llama4,2,Llama4_run2.json,Product,updateListing,+ updateListing (),True,13,,Update product listing,0.7553234696388245
Llama4,2,Llama4_run2.json,RoleManager,assignRole,"+ assignRole (UserAccount, UserRole)",True,21,,Assign role,0.7166317701339722
Llama4,2,Llama4_run2.json,RoleManager,validateRoleTransition,"+ validateRoleTransition (UserAccount, UserRole) : Boolean",True,21,,Validate role transition,0.8487551212310791
Llama4,2,Llama4_run2.json,SearchFilter,searchProducts,+ searchProducts () : List<Product>,True,14,,List product,0.406833291053772
Llama4,2,Llama4_run2.json,ServiceProvider,getProfile,+ getProfile () : ServiceProvider,True,19,,Update user profile,0.4293442666530609
Llama4,2,Llama4_run2.json,ServiceProvider,handleCollectionRequest,+ handleCollectionRequest (CollectionRequest),True,8,,Accept collection request,0.7692795395851135
Llama4,2,Llama4_run2.json,ServiceProvider,handleTransportRequest,+ handleTransportRequest (TransportRequest),True,9,,Accept transport request,0.7025967836380005
Llama4,2,Llama4_run2.json,ServiceProvider,updateProfile,+ updateProfile (ServiceProvider),True,19,,Update user profile,0.759865403175354
Llama4,2,Llama4_run2.json,ServiceRequest,cancel,+ cancel (),True,12,,Confirm cancellation (notification),0.5341486930847168
Llama4,2,Llama4_run2.json,ServiceRequest,schedule,+ schedule (),True,6,,Schedule transport,0.4676181972026825
Llama4,2,Llama4_run2.json,ServiceRequest,updateStatus,+ updateStatus (RequestStatus),False,,,Update request status to completed,0.4599125385284424
Llama4,2,Llama4_run2.json,TimeRange,overlaps,+ overlaps (TimeRange) : Boolean,True,8,,Dispatch collection vehicle,0.12508659064769745
Llama4,2,Llama4_run2.json,TransportRequest,planRoute,+ planRoute (),True,9,,Plan route,0.7169638872146606
Llama4,2,Llama4_run2.json,UserAccount,deactivateAccount,+ deactivateAccount (),True,15,,Deactivate account,0.758351743221283
Llama4,2,Llama4_run2.json,UserAccount,login,+ login (),True,2,,Record login timestamp,0.29822415113449097
Llama4,2,Llama4_run2.json,UserAccount,logout,+ logout (),True,16,,Deactivate account,0.3223247230052948
Llama4,2,Llama4_run2.json,UserAccount,registerUser,"+ registerUser (UserProfile, UserCredentials)",True,1,,Create an unverified user account,0.5995054244995117
Llama4,2,Llama4_run2.json,UserAccount,verifyEmail,+ verifyEmail (),True,1,,Verify email,0.7447591423988342
Llama4,2,Llama4_run2.json,UserCredentials,resetPassword,+ resetPassword (),True,3,,Send password reset link email,0.6045156717300415
Llama4,2,Llama4_run2.json,UserCredentials,validateCredentials,+ validateCredentials () : Boolean,True,2,,Validate credentials,0.7220321893692017
Llama4,2,Llama4_run2.json,UserProfile,getProfile,+ getProfile () : UserProfile,True,4,,Update user profile,0.4293442666530609
Llama4,2,Llama4_run2.json,UserProfile,updateProfile,+ updateProfile (UserProfile),True,4,,Update user profile,0.759865403175354
Llama4,2,Llama4_run2.json,ValidationResult,validate,+ validate () : ValidationResult,True,1,,Validate product listing details,0.49477654695510864
Llama4,2,Llama4_run2.json,WasteJourney,track,+ track () : WasteJourney,True,10,,Get waste journey status,0.2300882190465927
Llama4,2,Llama4_run2.json,WasteJourney,updateStatus,+ updateStatus (TrackingStatus),True,10,,Update request status to completed,0.4599125385284424
Llama4,3,Llama4_run3.json,Address,validateAddress,+ validateAddress () : ValidationResult,True,1,,Validate location details,0.688919723033905
Llama4,3,Llama4_run3.json,CollectionPoint,updateLocation,+ updateLocation (),True,20,,Edit location,0.6927276849746704
Llama4,3,Llama4_run3.json,CollectionPoint,updateLocation,+ updateLocation (),True,20,,Edit location,0.6927276849746704
Llama4,3,Llama4_run3.json,CollectionRequest,scheduleCollection,+ scheduleCollection (),True,8,,Schedule collection service,0.7341967821121216
Llama4,3,Llama4_run3.json,NotificationService,notifyUser,+ notifyUser (),False,,,Notify user of request acceptance,0.6052731275558472
Llama4,3,Llama4_run3.json,NotificationService,sendPasswordResetLink,+ sendPasswordResetLink (),True,3,,Send password reset link email,0.8505611419677734
Llama4,3,Llama4_run3.json,NotificationService,sendVerificationEmail,+ sendVerificationEmail (),True,1,,Send verification email,0.7248157858848572
Llama4,3,Llama4_run3.json,NotificationService,notifyUser,+ notifyUser (),False,,,Notify user of request acceptance,0.6052731275558472
Llama4,3,Llama4_run3.json,NotificationService,sendPasswordResetLink,+ sendPasswordResetLink (),True,3,,Send password reset link email,0.8505611419677734
Llama4,3,Llama4_run3.json,NotificationService,sendVerificationEmail,+ sendVerificationEmail (),True,1,,Send verification email,0.7248157858848572
Llama4,3,Llama4_run3.json,Product,editProductListing,+ editProductListing (),True,13,,Update product listing,0.6193563938140869
Llama4,3,Llama4_run3.json,Product,listProduct,+ listProduct (),True,5,,List product,0.6752339005470276
Llama4,3,Llama4_run3.json,Product,editProductListing,+ editProductListing (),True,13,,Update product listing,0.6193563938140869
Llama4,3,Llama4_run3.json,Product,listProduct,+ listProduct (),True,5,,List product,0.6752339005470276
Llama4,3,Llama4_run3.json,RoleManager,assignRole,+ assignRole (),True,21,,Assign role,0.7166317701339722
Llama4,3,Llama4_run3.json,RoleManager,validateRoleTransition,+ validateRoleTransition () : ValidationResult,True,21,,Validate role transition,0.8487551212310791
Llama4,3,Llama4_run3.json,SearchFilter,searchProducts,+ searchProducts () : List<Product>,True,14,,List product,0.406833291053772
Llama4,3,Llama4_run3.json,ServiceProvider,manageCollectionRequest,+ manageCollectionRequest (request : CollectionRequest),True,8,,Accept collection request,0.7386884689331055
Llama4,3,Llama4_run3.json,ServiceProvider,manageTransportRequest,+ manageTransportRequest (request : TransportRequest),True,9,,Accept transport request,0.6948593854904175
Llama4,3,Llama4_run3.json,ServiceProvider,updateProfile,+ updateProfile (details : String),True,19,,Update user profile,0.759865403175354
Llama4,3,Llama4_run3.json,ServiceProvider,manageCollectionRequest,+ manageCollectionRequest (request : CollectionRequest),True,8,,Accept collection request,0.7386884689331055
Llama4,3,Llama4_run3.json,ServiceProvider,manageTransportRequest,+ manageTransportRequest (request : TransportRequest),True,9,,Accept transport request,0.6948593854904175
Llama4,3,Llama4_run3.json,ServiceProvider,updateProfile,+ updateProfile (details : String),True,19,,Update user profile,0.759865403175354
Llama4,3,Llama4_run3.json,ServiceRequest,cancelRequest,+ cancelRequest (),True,12,,Confirm cancellation (notification),0.640204131603241
Llama4,3,Llama4_run3.json,TransportRequest,scheduleTransport,+ scheduleTransport (),True,9,,Schedule transport,0.7399148941040039
Llama4,3,Llama4_run3.json,UserAccount,login,+ login (),True,2,,Record login timestamp,0.2982240915298462
Llama4,3,Llama4_run3.json,UserAccount,logout,+ logout (),True,16,,Deactivate account,0.3223247230052948
Llama4,3,Llama4_run3.json,UserAccount,recoverPassword,+ recoverPassword (),True,3,,Send password reset link email,0.4710855185985565
Llama4,3,Llama4_run3.json,UserAccount,registerUser,+ registerUser (),True,1,,Create an unverified user account,0.5995054244995117
Llama4,3,Llama4_run3.json,UserAccount,verifyEmail,+ verifyEmail (),True,1,,Verify email,0.7447591423988342
Llama4,3,Llama4_run3.json,UserAccount,login,+ login (),True,2,,Record login timestamp,0.2982240915298462
Llama4,3,Llama4_run3.json,UserAccount,logout,+ logout (),True,16,,Deactivate account,0.3223247230052948
Llama4,3,Llama4_run3.json,UserAccount,recoverPassword,+ recoverPassword (),True,3,,Send password reset link email,0.4710855185985565
Llama4,3,Llama4_run3.json,UserAccount,registerUser,+ registerUser (),True,1,,Create an unverified user account,0.5995054244995117
Llama4,3,Llama4_run3.json,UserAccount,verifyEmail,+ verifyEmail (),True,1,,Verify email,0.7447591423988342
Llama4,3,Llama4_run3.json,UserProfile,deactivateAccount,+ deactivateAccount (),True,15,,Deactivate account,0.758351743221283
Llama4,3,Llama4_run3.json,UserProfile,updateProfile,+ updateProfile (details : String),True,4,,Update user profile,0.759865403175354
Llama4,3,Llama4_run3.json,UserProfile,deactivateAccount,+ deactivateAccount (),True,15,,Deactivate account,0.758351743221283
Llama4,3,Llama4_run3.json,UserProfile,updateProfile,+ updateProfile (details : String),True,4,,Update user profile,0.759865403175354
Llama4,3,Llama4_run3.json,WasteJourney,updateTrackingStatus,+ updateTrackingStatus (),True,10,,Get waste journey status,0.5495561361312866
Llama4,4,Llama4_run4.json,Address,updateValidationStatus,+ updateValidationStatus (status : VerificationStatus),True,4,,Validate listing updates,0.5768851041793823
Llama4,4,Llama4_run4.json,CollectionPoint,updateDetails,+ updateDetails (),True,20,,Update service provider details,0.37607622146606445
Llama4,4,Llama4_run4.json,NotificationService,sendNotification,+ sendNotification (),False,,,Send verification email,0.4980415105819702
Llama4,4,Llama4_run4.json,Product,list,+ list (),True,5,,List product,0.43781107664108276
Llama4,4,Llama4_run4.json,Product,updateListing,+ updateListing (),True,13,,Update product listing,0.7553234696388245
Llama4,4,Llama4_run4.json,RoleManager,assignRole,+ assignRole (),True,21,,Assign role,0.7166317701339722
Llama4,4,Llama4_run4.json,RoleManager,validateRoleTransition,+ validateRoleTransition (),True,21,,Validate role transition,0.8487551212310791
Llama4,4,Llama4_run4.json,SearchFilter,search,+ search (),True,14,,Check logistics feasibility,0.17108309268951416
Llama4,4,Llama4_run4.json,ServiceProvider,updateProfile,+ updateProfile (),True,19,,Update user profile,0.759865403175354
Llama4,4,Llama4_run4.json,ServiceRequest,cancel,+ cancel (),True,12,,Confirm cancellation (notification),0.5341486930847168
Llama4,4,Llama4_run4.json,ServiceRequest,schedule,+ schedule (),False,,,Schedule transport,0.4676181972026825
Llama4,4,Llama4_run4.json,ServiceRequest,updateStatus,+ updateStatus (),False,,,Update request status to completed,0.4599125385284424
Llama4,4,Llama4_run4.json,UserAccount,deactivateAccount,+ deactivateAccount (),True,15,,Deactivate account,0.758351743221283
Llama4,4,Llama4_run4.json,UserAccount,lockAccount,+ lockAccount (),True,2,,Deactivate account,0.5353866219520569
Llama4,4,Llama4_run4.json,UserAccount,login,+ login (),True,2,,Record login timestamp,0.2982240915298462
Llama4,4,Llama4_run4.json,UserAccount,register,+ register (),True,1,,Create an unverified user account,0.45173248648643494
Llama4,4,Llama4_run4.json,UserAccount,unlockAccount,+ unlockAccount (),True,2,,Deactivate account,0.525833249092102
Llama4,4,Llama4_run4.json,UserCredentials,resetPassword,+ resetPassword (),True,3,,Send password reset link email,0.6045156717300415
Llama4,4,Llama4_run4.json,UserCredentials,validateCredentials,+ validateCredentials (),True,2,,Validate credentials,0.7220321893692017
Llama4,4,Llama4_run4.json,UserProfile,updateProfile,+ updateProfile (),True,4,,Update user profile,0.759865403175354
Llama4,4,Llama4_run4.json,UserProfile,verifyEmail,+ verifyEmail (),True,1,,Verify email,0.7447591423988342
Llama4,4,Llama4_run4.json,ValidationResult,validate,+ validate (),False,,,Validate product listing details,0.49477654695510864
Llama4,4,Llama4_run4.json,WasteJourney,track,+ track (),True,10,,Get waste journey status,0.23008820414543152
Llama4,4,Llama4_run4.json,WasteJourney,updateStatus,+ updateStatus (),True,10,,Update request status to completed,0.4599125385284424
Llama4,5,Llama4_run5.json,Address,updateAddress,+ updateAddress (),True,4,,Edit location,0.4862867295742035
Llama4,5,Llama4_run5.json,CollectionPoint,updateLocation,+ updateLocation (),True,20,,Edit location,0.6927276849746704
Llama4,5,Llama4_run5.json,CollectionRequest,assignVehicle,+ assignVehicle (),True,8,,Dispatch collection vehicle,0.5005373358726501
Llama4,5,Llama4_run5.json,NotificationService,sendNotification,+ sendNotification (),False,,,Send verification email,0.4980415105819702
Llama4,5,Llama4_run5.json,Product,listProduct,+ listProduct (),True,5,,List product,0.6752339005470276
Llama4,5,Llama4_run5.json,Product,updateListing,+ updateListing (),True,13,,Update product listing,0.7553234696388245
Llama4,5,Llama4_run5.json,RoleManager,assignRole,+ assignRole (),True,21,,Assign role,0.7166317701339722
Llama4,5,Llama4_run5.json,SearchFilter,searchProducts,+ searchProducts () : List<Product>,True,14,,List product,0.406833291053772
Llama4,5,Llama4_run5.json,ServiceProvider,updateProfile,+ updateProfile (),True,19,,Update user profile,0.759865403175354
Llama4,5,Llama4_run5.json,ServiceRequest,cancel,+ cancel (),True,12,,Confirm cancellation (notification),0.5341486930847168
Llama4,5,Llama4_run5.json,ServiceRequest,schedule,+ schedule (),False,,,Schedule transport,0.4676181972026825
Llama4,5,Llama4_run5.json,TransportRequest,planRoute,+ planRoute (),True,9,,Plan route,0.7169638872146606
Llama4,5,Llama4_run5.json,UserAccount,deactivateAccount,+ deactivateAccount (),True,15,,Deactivate account,0.758351743221283
Llama4,5,Llama4_run5.json,UserAccount,login,+ login (),True,2,,Record login timestamp,0.29822415113449097
Llama4,5,Llama4_run5.json,UserAccount,register,+ register (),True,1,,Create an unverified user account,0.45173248648643494
Llama4,5,Llama4_run5.json,UserCredentials,resetPassword,+ resetPassword (),True,3,,Send password reset link email,0.6045156717300415
Llama4,5,Llama4_run5.json,UserProfile,updateProfile,+ updateProfile (),True,4,,Update user profile,0.759865403175354
Llama4,5,Llama4_run5.json,ValidationResult,validate,+ validate () : ValidationResult,True,1,,Validate product listing details,0.49477654695510864
Llama4,5,Llama4_run5.json,WasteJourney,updateStatus,+ updateStatus (),True,10,,Update request status to completed,0.4599125385284424
Llama4,6,Llama4_run6.json,Address,updateAddress,+ updateAddress (),True,4,,Edit location,0.4862867295742035
Llama4,6,Llama4_run6.json,CollectionPoint,updateLocation,+ updateLocation (),True,20,,Edit location,0.6927276849746704
Llama4,6,Llama4_run6.json,NotificationService,sendNotification,+ sendNotification (),False,,,Send verification email,0.4980415105819702
Llama4,6,Llama4_run6.json,Product,editListing,+ editListing (),True,13,,Update product listing,0.4266808032989502
Llama4,6,Llama4_run6.json,Product,listProduct,+ listProduct (),True,5,,List product,0.6752339005470276
Llama4,6,Llama4_run6.json,RoleManager,assignRole,+ assignRole (),True,21,,Assign role,0.7166317701339722
Llama4,6,Llama4_run6.json,SearchFilter,searchProducts,+ searchProducts () : List<Product>,True,14,,List product,0.406833291053772
Llama4,6,Llama4_run6.json,ServiceProvider,updateProfile,+ updateProfile (),True,19,,Update user profile,0.759865403175354
Llama4,6,Llama4_run6.json,ServiceRequest,cancel,+ cancel (),True,12,,Confirm cancellation (notification),0.5341486930847168
Llama4,6,Llama4_run6.json,ServiceRequest,schedule,+ schedule (),True,6,,Schedule transport,0.4676181972026825
Llama4,6,Llama4_run6.json,UserAccount,deactivateAccount,+ deactivateAccount (),True,15,,Deactivate account,0.758351743221283
Llama4,6,Llama4_run6.json,UserAccount,login,+ login (),True,2,,Record login timestamp,0.2982240915298462
Llama4,6,Llama4_run6.json,UserAccount,register,+ register (),True,1,,Create an unverified user account,0.45173248648643494
Llama4,6,Llama4_run6.json,UserCredentials,resetPassword,+ resetPassword (),True,3,,Send password reset link email,0.6045156717300415
Llama4,6,Llama4_run6.json,UserProfile,updateProfile,+ updateProfile (),True,4,,Update user profile,0.759865403175354
Llama4,6,Llama4_run6.json,ValidationResult,validate,+ validate () : ValidationResult,True,1,,Validate product listing details,0.49477654695510864
Llama4,6,Llama4_run6.json,WasteJourney,track,+ track (),True,10,,Get waste journey status,0.23008820414543152
Llama4,7,Llama4_run7.json,CollectionPoint,updateLocationDetails,+ updateLocationDetails (point : CollectionPoint),True,20,,Edit location,0.6960906982421875
Llama4,7,Llama4_run7.json,CollectionRequest,scheduleCollection,+ scheduleCollection (provider : ServiceProvider),True,8,,Schedule collection service,0.7341967821121216
Llama4,7,Llama4_run7.json,NotificationService,notifyServiceProvider,+ notifyServiceProvider (request : ServiceRequest),False,,,Notify provider of status change,0.5864517092704773
Llama4,7,Llama4_run7.json,NotificationService,notifyUser,+ notifyUser (request : ServiceRequest),False,,,Notify user of request acceptance,0.6052731275558472
Llama4,7,Llama4_run7.json,NotificationService,sendPasswordResetLink,+ sendPasswordResetLink (user : UserAccount),True,3,,Send password reset link email,0.8505611419677734
Llama4,7,Llama4_run7.json,NotificationService,sendVerificationEmail,+ sendVerificationEmail (user : UserAccount),True,1,,Send verification email,0.7248157858848572
Llama4,7,Llama4_run7.json,PlatformManager,assignUserRole,"+ assignUserRole (user : UserAccount, role : UserRole)",True,21,,Assign role,0.8061607480049133
Llama4,7,Llama4_run7.json,PlatformManager,manageCollectionPoints,+ manageCollectionPoints (),True,20,,Create collection point,0.7377881407737732
Llama4,7,Llama4_run7.json,PlatformManager,manageServiceListings,+ manageServiceListings (),True,17,,Submit service request,0.438737690448761
Llama4,7,Llama4_run7.json,PlatformManager,manageServiceProviders,+ manageServiceProviders (),True,18,,Update service provider details,0.5410184264183044
Llama4,7,Llama4_run7.json,Product,editProductListing,"+ editProductListing (productId : UUID, product : Product)",True,13,,Update product listing,0.6193563938140869
Llama4,7,Llama4_run7.json,Product,listProduct,+ listProduct (product : Product),True,5,,List product,0.6752339005470276
Llama4,7,Llama4_run7.json,RoleManager,assignRole,"+ assignRole (user : UserAccount, role : UserRole)",True,21,,Assign role,0.7166317701339722
Llama4,7,Llama4_run7.json,RoleManager,validateRoleTransition,"+ validateRoleTransition (user : UserAccount, role : UserRole) : ValidationResult",False,,,Validate role transition,0.8487551212310791
Llama4,7,Llama4_run7.json,ServiceProvider,manageCollectionRequest,+ manageCollectionRequest (request : CollectionRequest),True,8,,Accept collection request,0.7386884689331055
Llama4,7,Llama4_run7.json,ServiceProvider,manageTransportRequest,+ manageTransportRequest (request : TransportRequest),True,9,,Accept transport request,0.6948593854904175
Llama4,7,Llama4_run7.json,ServiceProvider,updateProfile,+ updateProfile (profile : ServiceProvider),True,19,,Update user profile,0.759865403175354
Llama4,7,Llama4_run7.json,ServiceRequest,cancelRequest,+ cancelRequest (requestId : UUID),True,12,,Confirm cancellation (notification),0.640204131603241
Llama4,7,Llama4_run7.json,ServiceRequest,submitRequest,+ submitRequest (request : ServiceRequest),True,6,,Submit service request,0.6224223375320435
Llama4,7,Llama4_run7.json,ServiceRequest,updateStatus,+ updateStatus (status : RequestStatus),False,,,Update request status to completed,0.4599125385284424
Llama4,7,Llama4_run7.json,TransportRequest,scheduleTransport,+ scheduleTransport (provider : ServiceProvider),True,9,,Schedule transport,0.7399148941040039
Llama4,7,Llama4_run7.json,UserAccount,deactivateAccount,+ deactivateAccount (),True,15,,Deactivate account,0.758351743221283
Llama4,7,Llama4_run7.json,UserAccount,login,"+ login (email : String, password : String)",True,2,,Record login timestamp,0.29822418093681335
Llama4,7,Llama4_run7.json,UserAccount,recoverPassword,+ recoverPassword (email : String),True,3,,Send password reset link email,0.4710855185985565
Llama4,7,Llama4_run7.json,UserAccount,registerUser,"+ registerUser (userProfile : UserProfile, credentials : UserCredentials)",True,1,,Create an unverified user account,0.5995054244995117
Llama4,7,Llama4_run7.json,UserAccount,updateProfileDetails,+ updateProfileDetails (profile : UserProfile),True,4,,Update user profile,0.7272965312004089
Llama4,7,Llama4_run7.json,UserAccount,verifyEmail,+ verifyEmail (token : String),True,1,,Verify email,0.7447591423988342
Llama4,7,Llama4_run7.json,UserCredentials,updatePassword,+ updatePassword (newPassword : String),True,3,,Update password using reset token,0.6247572898864746
Llama4,7,Llama4_run7.json,UserCredentials,validateEmailFormat,+ validateEmailFormat (email : String) : ValidationResult,False,,,Validate email format,0.8446609973907471
Llama4,7,Llama4_run7.json,UserCredentials,validatePasswordStrength,+ validatePasswordStrength (password : String) : ValidationResult,False,,,Validate password strength,0.8352875113487244
Llama4,7,Llama4_run7.json,UserProfile,updateDetails,+ updateDetails (profile : UserProfile),True,4,,Update service provider details,0.37607622146606445
Llama4,7,Llama4_run7.json,WasteJourney,updateTrackingStatus,+ updateTrackingStatus (status : TrackingStatus),True,10,,Get waste journey status,0.5495561361312866
Llama4,8,Llama4_run8.json,Address,validateAddress,+ validateAddress () : ValidationResult,True,1,,Validate location details,0.688919723033905
Llama4,8,Llama4_run8.json,CollectionPoint,addCollectionPoint,+ addCollectionPoint (),True,20,,Create collection point,0.8059230446815491
Llama4,8,Llama4_run8.json,CollectionPoint,updateCollectionPoint,+ updateCollectionPoint (),True,20,,Create collection point,0.6439839601516724
Llama4,8,Llama4_run8.json,CollectionRequest,scheduleCollection,+ scheduleCollection (),True,8,,Schedule collection service,0.7341967821121216
Llama4,8,Llama4_run8.json,NotificationService,sendNotification,+ sendNotification (),False,,,Send verification email,0.4980415105819702
Llama4,8,Llama4_run8.json,Product,listProduct,+ listProduct (),True,5,,List product,0.6752339005470276
Llama4,8,Llama4_run8.json,Product,updateListing,+ updateListing (),True,13,,Update product listing,0.7553234696388245
Llama4,8,Llama4_run8.json,RoleManager,assignRole,+ assignRole (),True,21,,Assign role,0.7166317701339722
Llama4,8,Llama4_run8.json,RoleManager,validateRoleTransition,+ validateRoleTransition () : boolean,True,21,,Validate role transition,0.8487551212310791
Llama4,8,Llama4_run8.json,SearchFilter,searchProducts,+ searchProducts () : List<Product>,True,14,,List product,0.406833291053772
Llama4,8,Llama4_run8.json,ServiceProvider,updateProfile,+ updateProfile (),True,19,,Update user profile,0.759865403175354
Llama4,8,Llama4_run8.json,ServiceRequest,cancelRequest,+ cancelRequest (),True,12,,Confirm cancellation (notification),0.640204131603241
Llama4,8,Llama4_run8.json,ServiceRequest,scheduleRequest,+ scheduleRequest (),False,,,Schedule collection service,0.5508695840835571
Llama4,8,Llama4_run8.json,ServiceRequest,submitRequest,+ submitRequest (),True,6,,Submit service request,0.6224223375320435
Llama4,8,Llama4_run8.json,TransportRequest,scheduleTransport,+ scheduleTransport (),True,9,,Schedule transport,0.7399148941040039
Llama4,8,Llama4_run8.json,UserAccount,lockAccount,+ lockAccount (),True,2,,Deactivate account,0.5353866219520569
Llama4,8,Llama4_run8.json,UserAccount,login,+ login (),True,2,,Record login timestamp,0.29822415113449097
Llama4,8,Llama4_run8.json,UserAccount,registerUser,+ registerUser (),True,1,,Create an unverified user account,0.5995054244995117
Llama4,8,Llama4_run8.json,UserAccount,unlockAccount,+ unlockAccount (),True,2,,Deactivate account,0.525833249092102
Llama4,8,Llama4_run8.json,UserAccount,verifyEmail,+ verifyEmail (),True,1,,Verify email,0.7447591423988342
Llama4,8,Llama4_run8.json,UserCredentials,resetPassword,+ resetPassword (),True,3,,Send password reset link email,0.6045156717300415
Llama4,8,Llama4_run8.json,UserProfile,updateProfile,+ updateProfile (),True,4,,Update user profile,0.759865403175354
Llama4,8,Llama4_run8.json,WasteJourney,trackJourney,+ trackJourney () : WasteJourney,True,10,,Get waste journey status,0.5582631230354309
Llama4,8,Llama4_run8.json,WasteJourney,updateStatus,+ updateStatus (),True,10,,Update request status to completed,0.4599125385284424
Llama4,9,Llama4_run9.json,Address,validateAddress,+ validateAddress () : ValidationResult,True,1,,Validate location details,0.688919723033905
Llama4,9,Llama4_run9.json,CollectionPoint,getOperatingHours,+ getOperatingHours () : OpeningHours[],True,22,,Validate operating hours,0.6080535054206848
Llama4,9,Llama4_run9.json,CollectionRequest,accept,+ accept (),True,8,,Accept transport request,0.5142236948013306
Llama4,9,Llama4_run9.json,NotificationService,sendNotification,+ sendNotification (),False,,,Send verification email,0.4980415105819702
Llama4,9,Llama4_run9.json,OpeningHours,isOpen,+ isOpen () : Boolean,True,22,,Validate operating hours,0.1932644248008728
Llama4,9,Llama4_run9.json,Product,listProduct,+ listProduct (),True,5,,List product,0.6752339005470276
Llama4,9,Llama4_run9.json,Product,updateListing,+ updateListing (),True,13,,Update product listing,0.7553234696388245
Llama4,9,Llama4_run9.json,RoleManager,assignRole,+ assignRole (),True,21,,Assign role,0.7166317701339722
Llama4,9,Llama4_run9.json,SearchFilter,searchProducts,+ searchProducts () : List<Product>,True,14,,List product,0.406833291053772
Llama4,9,Llama4_run9.json,ServiceProvider,updateProfile,+ updateProfile (),True,19,,Update user profile,0.759865403175354
Llama4,9,Llama4_run9.json,ServiceProvider,viewPendingRequests,+ viewPendingRequests (),True,8,,Get service request status,0.5474537014961243
Llama4,9,Llama4_run9.json,ServiceRequest,cancel,+ cancel (),True,12,,Confirm cancellation (notification),0.5341486930847168
Llama4,9,Llama4_run9.json,ServiceRequest,schedule,+ schedule (),True,6,,Schedule transport,0.4676181972026825
Llama4,9,Llama4_run9.json,TransportRequest,planRoute,+ planRoute (),True,9,,Plan route,0.7169638872146606
Llama4,9,Llama4_run9.json,UserAccount,deactivateAccount,+ deactivateAccount (),True,15,,Deactivate account,0.758351743221283
Llama4,9,Llama4_run9.json,UserAccount,login,+ login (),True,2,,Record login timestamp,0.2982240915298462
